Fund,ISIN,Index,Sector,Allocation
Xtrackers MSCI China UCITS ETF 1C,LU0514695690,MSCI China,Telecommunication,20.47
Xtrackers MSCI China UCITS ETF 1C,LU0514695690,MSCI China,Financials,18.0
Xtrackers MSCI China UCITS ETF 1C,LU0514695690,MSCI China,Technology,7.27
Xtrackers MSCI China UCITS ETF 1D,LU2456436083,MSCI China,Consumer Discretionary,30.36
Xtrackers MSCI China UCITS ETF 1D,LU2456436083,MSCI China,Other,23.9
Xtrackers MSCI China UCITS ETF 1D,LU2456436083,MSCI China,Telecommunication,20.47
Xtrackers MSCI China UCITS ETF 1D,LU2456436083,MSCI China,Financials,18.0
Xtrackers MSCI China UCITS ETF 1D,LU2456436083,MSCI China,Technology,7.27
Amundi MSCI China A UCITS ETF Acc,FR0011720911,MSCI China A,Other,35.03
Amundi MSCI China A UCITS ETF Acc,FR0011720911,MSCI China A,Financials,22.88
Amundi MSCI China A UCITS ETF Acc,FR0011720911,MSCI China A,Industrials,15.84
Amundi MSCI China A UCITS ETF Acc,FR0011720911,MSCI China A,Technology,14.34
Amundi MSCI China A UCITS ETF Acc,FR0011720911,MSCI China A,Consumer Staples,11.91
L&G E Fund MSCI China A UCITS ETF,IE00BHBFDF83,MSCI China A,Other,35.9
L&G E Fund MSCI China A UCITS ETF,IE00BHBFDF83,MSCI China A,Financials,21.19
L&G E Fund MSCI China A UCITS ETF,IE00BHBFDF83,MSCI China A,Technology,16.53
L&G E Fund MSCI China A UCITS ETF,IE00BHBFDF83,MSCI China A,Industrials,16.51
L&G E Fund MSCI China A UCITS ETF,IE00BHBFDF83,MSCI China A,Consumer Staples,9.87
HSBC MSCI China A UCITS ETF USD (Acc),IE000Z4OYPZ6,MSCI China A Inclusion,Other,35.05
HSBC MSCI China A UCITS ETF USD (Acc),IE000Z4OYPZ6,MSCI China A Inclusion,Financials,22.98
HSBC MSCI China A UCITS ETF USD (Acc),IE000Z4OYPZ6,MSCI China A Inclusion,Industrials,16.01
HSBC MSCI China A UCITS ETF USD (Acc),IE000Z4OYPZ6,MSCI China A Inclusion,Technology,14.04
HSBC MSCI China A UCITS ETF USD (Acc),IE000Z4OYPZ6,MSCI China A Inclusion,Consumer Staples,11.92
HSBC MSCI China A Inclusion UCITS ETF,IE00BF4NQ904,MSCI China A Inclusion,Other,35.05
HSBC MSCI China A Inclusion UCITS ETF,IE00BF4NQ904,MSCI China A Inclusion,Financials,22.98
HSBC MSCI China A Inclusion UCITS ETF,IE00BF4NQ904,MSCI China A Inclusion,Industrials,16.01
HSBC MSCI China A Inclusion UCITS ETF,IE00BF4NQ904,MSCI China A Inclusion,Technology,14.04
HSBC MSCI China A Inclusion UCITS ETF,IE00BF4NQ904,MSCI China A Inclusion,Consumer Staples,11.92
iShares MSCI China A UCITS ETF,IE00BQT3WG13,MSCI China A Inclusion,Other,35.02
iShares MSCI China A UCITS ETF,IE00BQT3WG13,MSCI China A Inclusion,Financials,23.11
iShares MSCI China A UCITS ETF,IE00BQT3WG13,MSCI China A Inclusion,Industrials,15.85
iShares MSCI China A UCITS ETF,IE00BQT3WG13,MSCI China A Inclusion,Technology,14.27
iShares MSCI China A UCITS ETF,IE00BQT3WG13,MSCI China A Inclusion,Consumer Staples,11.75
iShares MSCI EM ESG Enhanced UCITS ETF USD (Dist),IE00BHZPJ122,MSCI EM ESG Enhanced Focus CTB,Other,28.08
iShares MSCI EM ESG Enhanced UCITS ETF USD (Dist),IE00BHZPJ122,MSCI EM ESG Enhanced Focus CTB,Financials,25.71
iShares MSCI EM ESG Enhanced UCITS ETF USD (Dist),IE00BHZPJ122,MSCI EM ESG Enhanced Focus CTB,Technology,25.18
iShares MSCI EM ESG Enhanced UCITS ETF USD (Dist),IE00BHZPJ122,MSCI EM ESG Enhanced Focus CTB,Consumer Discretionary,13.24
iShares MSCI EM ESG Enhanced UCITS ETF USD (Dist),IE00BHZPJ122,MSCI EM ESG Enhanced Focus CTB,Telecommunication,7.79
iShares MSCI EM ESG Enhanced UCITS ETF USD (Acc),IE00BHZPJ239,MSCI EM ESG Enhanced Focus CTB,Other,28.08
iShares MSCI EM ESG Enhanced UCITS ETF USD (Acc),IE00BHZPJ239,MSCI EM ESG Enhanced Focus CTB,Financials,25.71
iShares MSCI EM ESG Enhanced UCITS ETF USD (Acc),IE00BHZPJ239,MSCI EM ESG Enhanced Focus CTB,Technology,25.18
iShares MSCI EM ESG Enhanced UCITS ETF USD (Acc),IE00BHZPJ239,MSCI EM ESG Enhanced Focus CTB,Consumer Discretionary,13.24
iShares MSCI EM ESG Enhanced UCITS ETF USD (Acc),IE00BHZPJ239,MSCI EM ESG Enhanced Focus CTB,Telecommunication,7.79
iShares MSCI EM UCITS ETF (Dist),IE00B0M63177,MSCI Emerging Markets,Other,31.12
iShares MSCI EM UCITS ETF (Dist),IE00B0M63177,MSCI Emerging Markets,Technology,24.2
iShares MSCI EM UCITS ETF (Dist),IE00B0M63177,MSCI Emerging Markets,Financials,23.2
iShares MSCI EM UCITS ETF (Dist),IE00B0M63177,MSCI Emerging Markets,Consumer Discretionary,12.4
iShares MSCI EM UCITS ETF (Dist),IE00B0M63177,MSCI Emerging Markets,Telecommunication,9.08
SPDR MSCI Emerging Markets UCITS ETF,IE00B469F816,MSCI Emerging Markets,Other,30.75
SPDR MSCI Emerging Markets UCITS ETF,IE00B469F816,MSCI Emerging Markets,Technology,24.18
SPDR MSCI Emerging Markets UCITS ETF,IE00B469F816,MSCI Emerging Markets,Financials,23.55
SPDR MSCI Emerging Markets UCITS ETF,IE00B469F816,MSCI Emerging Markets,Consumer Discretionary,12.42
SPDR MSCI Emerging Markets UCITS ETF,IE00B469F816,MSCI Emerging Markets,Telecommunication,9.1
iShares MSCI EM UCITS ETF (Acc),IE00B4L5YC18,MSCI Emerging Markets,Other,31.09
iShares MSCI EM UCITS ETF (Acc),IE00B4L5YC18,MSCI Emerging Markets,Technology,24.24
iShares MSCI EM UCITS ETF (Acc),IE00B4L5YC18,MSCI Emerging Markets,Financials,23.18
iShares MSCI EM UCITS ETF (Acc),IE00B4L5YC18,MSCI Emerging Markets,Consumer Discretionary,12.41
iShares MSCI EM UCITS ETF (Acc),IE00B4L5YC18,MSCI Emerging Markets,Telecommunication,9.08
HSBC MSCI Emerging Markets UCITS ETF USD,IE00B5SSQT16,MSCI Emerging Markets,Other,31.51
HSBC MSCI Emerging Markets UCITS ETF USD,IE00B5SSQT16,MSCI Emerging Markets,Technology,23.99
HSBC MSCI Emerging Markets UCITS ETF USD,IE00B5SSQT16,MSCI Emerging Markets,Financials,22.91
HSBC MSCI Emerging Markets UCITS ETF USD,IE00B5SSQT16,MSCI Emerging Markets,Consumer Discretionary,12.53
HSBC MSCI Emerging Markets UCITS ETF USD,IE00B5SSQT16,MSCI Emerging Markets,Telecommunication,9.06
Xtrackers MSCI Emerging Markets UCITS ETF 1C,IE00BTJRMP35,MSCI Emerging Markets,Other,31.13
Xtrackers MSCI Emerging Markets UCITS ETF 1C,IE00BTJRMP35,MSCI Emerging Markets,Technology,24.55
Xtrackers MSCI Emerging Markets UCITS ETF 1C,IE00BTJRMP35,MSCI Emerging Markets,Financials,22.94
Xtrackers MSCI Emerging Markets UCITS ETF 1C,IE00BTJRMP35,MSCI Emerging Markets,Consumer Discretionary,12.53
Xtrackers MSCI Emerging Markets UCITS ETF 1C,IE00BTJRMP35,MSCI Emerging Markets,Telecommunication,8.85
UBS ETF (LU) MSCI Emerging Markets UCITS ETF (USD) A-dis,LU0480132876,MSCI Emerging Markets,Other,31.15
UBS ETF (LU) MSCI Emerging Markets UCITS ETF (USD) A-dis,LU0480132876,MSCI Emerging Markets,Technology,24.03
UBS ETF (LU) MSCI Emerging Markets UCITS ETF (USD) A-dis,LU0480132876,MSCI Emerging Markets,Financials,23.31
UBS ETF (LU) MSCI Emerging Markets UCITS ETF (USD) A-dis,LU0480132876,MSCI Emerging Markets,Consumer Discretionary,12.45
UBS ETF (LU) MSCI Emerging Markets UCITS ETF (USD) A-dis,LU0480132876,MSCI Emerging Markets,Telecommunication,9.06
UBS ETF (LU) MSCI Emerging Markets UCITS ETF (USD) A-acc,LU0950674175,MSCI Emerging Markets,Other,31.15
UBS ETF (LU) MSCI Emerging Markets UCITS ETF (USD) A-acc,LU0950674175,MSCI Emerging Markets,Technology,24.03
UBS ETF (LU) MSCI Emerging Markets UCITS ETF (USD) A-acc,LU0950674175,MSCI Emerging Markets,Financials,23.31
UBS ETF (LU) MSCI Emerging Markets UCITS ETF (USD) A-acc,LU0950674175,MSCI Emerging Markets,Consumer Discretionary,12.45
UBS ETF (LU) MSCI Emerging Markets UCITS ETF (USD) A-acc,LU0950674175,MSCI Emerging Markets,Telecommunication,9.06
Amundi ETF MSCI Emerging Markets UCITS ETF DR,LU1437017350,MSCI Emerging Markets,Other,30.9
Amundi ETF MSCI Emerging Markets UCITS ETF DR,LU1437017350,MSCI Emerging Markets,Technology,24.16
Amundi ETF MSCI Emerging Markets UCITS ETF DR,LU1437017350,MSCI Emerging Markets,Financials,23.28
Amundi ETF MSCI Emerging Markets UCITS ETF DR,LU1437017350,MSCI Emerging Markets,Consumer Discretionary,12.55
Amundi ETF MSCI Emerging Markets UCITS ETF DR,LU1437017350,MSCI Emerging Markets,Telecommunication,9.11
Amundi Index MSCI Emerging Markets UCITS ETF DR EUR (D),LU1737652583,MSCI Emerging Markets,Other,30.9
Amundi Index MSCI Emerging Markets UCITS ETF DR EUR (D),LU1737652583,MSCI Emerging Markets,Technology,24.16
Amundi Index MSCI Emerging Markets UCITS ETF DR EUR (D),LU1737652583,MSCI Emerging Markets,Financials,23.28
Amundi Index MSCI Emerging Markets UCITS ETF DR EUR (D),LU1737652583,MSCI Emerging Markets,Consumer Discretionary,12.55
Amundi Index MSCI Emerging Markets UCITS ETF DR EUR (D),LU1737652583,MSCI Emerging Markets,Telecommunication,9.11
SPDR MSCI EM Asia UCITS ETF,IE00B466KX20,MSCI Emerging Markets Asia,Technology,29.53
SPDR MSCI EM Asia UCITS ETF,IE00B466KX20,MSCI Emerging Markets Asia,Other,26.79
SPDR MSCI EM Asia UCITS ETF,IE00B466KX20,MSCI Emerging Markets Asia,Financials,18.94
SPDR MSCI EM Asia UCITS ETF,IE00B466KX20,MSCI Emerging Markets Asia,Consumer Discretionary,14.77
SPDR MSCI EM Asia UCITS ETF,IE00B466KX20,MSCI Emerging Markets Asia,Telecommunication,9.97
iShares MSCI EM Asia UCITS ETF (Acc),IE00B5L8K969,MSCI Emerging Markets Asia,Technology,29.76
iShares MSCI EM Asia UCITS ETF (Acc),IE00B5L8K969,MSCI Emerging Markets Asia,Other,26.87
iShares MSCI EM Asia UCITS ETF (Acc),IE00B5L8K969,MSCI Emerging Markets Asia,Financials,18.62
iShares MSCI EM Asia UCITS ETF (Acc),IE00B5L8K969,MSCI Emerging Markets Asia,Consumer Discretionary,14.79
iShares MSCI EM Asia UCITS ETF (Acc),IE00B5L8K969,MSCI Emerging Markets Asia,Telecommunication,9.96
Amundi MSCI Emerging Asia II UCITS ETF Acc,LU1781541849,MSCI Emerging Markets Asia,Technology,30.45
Amundi MSCI Emerging Asia II UCITS ETF Acc,LU1781541849,MSCI Emerging Markets Asia,Other,23.71
Amundi MSCI Emerging Asia II UCITS ETF Acc,LU1781541849,MSCI Emerging Markets Asia,Financials,22.04
Amundi MSCI Emerging Asia II UCITS ETF Acc,LU1781541849,MSCI Emerging Markets Asia,Consumer Discretionary,15.33
Amundi MSCI Emerging Asia II UCITS ETF Acc,LU1781541849,MSCI Emerging Markets Asia,Telecommunication,8.47
iShares MSCI EM ex-China UCITS ETF USD (Acc),IE00BMG6Z448,MSCI Emerging Markets ex China,Other,31.15
iShares MSCI EM ex-China UCITS ETF USD (Acc),IE00BMG6Z448,MSCI Emerging Markets ex China,Technology,30.79
iShares MSCI EM ex-China UCITS ETF USD (Acc),IE00BMG6Z448,MSCI Emerging Markets ex China,Financials,25.09
iShares MSCI EM ex-China UCITS ETF USD (Acc),IE00BMG6Z448,MSCI Emerging Markets ex China,Industrials,6.62
iShares MSCI EM ex-China UCITS ETF USD (Acc),IE00BMG6Z448,MSCI Emerging Markets ex China,Basic Materials,6.35
UBS ETF (LU) MSCI Emerging Markets ex China UCITS ETF (USD) A-acc,LU2050966394,MSCI Emerging Markets ex China,Other,31.77
UBS ETF (LU) MSCI Emerging Markets ex China UCITS ETF (USD) A-acc,LU2050966394,MSCI Emerging Markets ex China,Technology,30.43
UBS ETF (LU) MSCI Emerging Markets ex China UCITS ETF (USD) A-acc,LU2050966394,MSCI Emerging Markets ex China,Financials,25.26
UBS ETF (LU) MSCI Emerging Markets ex China UCITS ETF (USD) A-acc,LU2050966394,MSCI Emerging Markets ex China,Basic Materials,6.37
UBS ETF (LU) MSCI Emerging Markets ex China UCITS ETF (USD) A-acc,LU2050966394,MSCI Emerging Markets ex China,Industrials,6.17
iShares Core MSCI Emerging Markets IMI UCITS ETF,IE00BD45KH83,MSCI Emerging Markets IMI,Other,35.28
iShares Core MSCI Emerging Markets IMI UCITS ETF,IE00BD45KH83,MSCI Emerging Markets IMI,Technology,23.2
iShares Core MSCI Emerging Markets IMI UCITS ETF,IE00BD45KH83,MSCI Emerging Markets IMI,Financials,21.24
iShares Core MSCI Emerging Markets IMI UCITS ETF,IE00BD45KH83,MSCI Emerging Markets IMI,Consumer Discretionary,12.14
iShares Core MSCI Emerging Markets IMI UCITS ETF,IE00BD45KH83,MSCI Emerging Markets IMI,Telecommunication,8.14
iShares Core MSCI Emerging Markets IMI UCITS ETF (Acc),IE00BKM4GZ66,MSCI Emerging Markets IMI,Other,35.28
iShares Core MSCI Emerging Markets IMI UCITS ETF (Acc),IE00BKM4GZ66,MSCI Emerging Markets IMI,Technology,23.2
iShares Core MSCI Emerging Markets IMI UCITS ETF (Acc),IE00BKM4GZ66,MSCI Emerging Markets IMI,Financials,21.24
iShares Core MSCI Emerging Markets IMI UCITS ETF (Acc),IE00BKM4GZ66,MSCI Emerging Markets IMI,Consumer Discretionary,12.14
iShares Core MSCI Emerging Markets IMI UCITS ETF (Acc),IE00BKM4GZ66,MSCI Emerging Markets IMI,Telecommunication,8.14
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Dist),IE00BFNM3N12,MSCI Emerging Markets IMI ESG Screened,Other,32.11
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Dist),IE00BFNM3N12,MSCI Emerging Markets IMI ESG Screened,Technology,24.26
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Dist),IE00BFNM3N12,MSCI Emerging Markets IMI ESG Screened,Financials,22.37
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Dist),IE00BFNM3N12,MSCI Emerging Markets IMI ESG Screened,Consumer Discretionary,12.66
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Dist),IE00BFNM3N12,MSCI Emerging Markets IMI ESG Screened,Telecommunication,8.6
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Acc),IE00BFNM3P36,MSCI Emerging Markets IMI ESG Screened,Other,32.11
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Acc),IE00BFNM3P36,MSCI Emerging Markets IMI ESG Screened,Technology,24.26
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Acc),IE00BFNM3P36,MSCI Emerging Markets IMI ESG Screened,Financials,22.37
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Acc),IE00BFNM3P36,MSCI Emerging Markets IMI ESG Screened,Consumer Discretionary,12.66
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Acc),IE00BFNM3P36,MSCI Emerging Markets IMI ESG Screened,Telecommunication,8.6
HSBC MSCI EM Latin America UCITS ETF USD,IE00B4TS3815,MSCI Emerging Markets Latin America,Other,32.81
HSBC MSCI EM Latin America UCITS ETF USD,IE00B4TS3815,MSCI Emerging Markets Latin America,Financials,25.43
HSBC MSCI EM Latin America UCITS ETF USD,IE00B4TS3815,MSCI Emerging Markets Latin America,Basic Materials,18.99
HSBC MSCI EM Latin America UCITS ETF USD,IE00B4TS3815,MSCI Emerging Markets Latin America,Consumer Staples,13.84
HSBC MSCI EM Latin America UCITS ETF USD,IE00B4TS3815,MSCI Emerging Markets Latin America,Industrials,8.93
iShares Edge MSCI EM Minimum Volatility UCITS ETF,IE00B8KGV557,MSCI Emerging Markets Minimum Volatility,Other,37.81
iShares Edge MSCI EM Minimum Volatility UCITS ETF,IE00B8KGV557,MSCI Emerging Markets Minimum Volatility,Financials,22.44
iShares Edge MSCI EM Minimum Volatility UCITS ETF,IE00B8KGV557,MSCI Emerging Markets Minimum Volatility,Technology,17.14
iShares Edge MSCI EM Minimum Volatility UCITS ETF,IE00B8KGV557,MSCI Emerging Markets Minimum Volatility,Telecommunication,13.54
iShares Edge MSCI EM Minimum Volatility UCITS ETF,IE00B8KGV557,MSCI Emerging Markets Minimum Volatility,Consumer Staples,9.07
iShares Edge MSCI EM Value Factor UCITS ETF USD(Acc),IE00BG0SKF03,MSCI Emerging Markets Select Value Factor Focus,Other,38.42
iShares Edge MSCI EM Value Factor UCITS ETF USD(Acc),IE00BG0SKF03,MSCI Emerging Markets Select Value Factor Focus,Technology,25.41
iShares Edge MSCI EM Value Factor UCITS ETF USD(Acc),IE00BG0SKF03,MSCI Emerging Markets Select Value Factor Focus,Financials,21.0
iShares Edge MSCI EM Value Factor UCITS ETF USD(Acc),IE00BG0SKF03,MSCI Emerging Markets Select Value Factor Focus,Consumer Discretionary,8.77
iShares Edge MSCI EM Value Factor UCITS ETF USD(Acc),IE00BG0SKF03,MSCI Emerging Markets Select Value Factor Focus,Basic Materials,6.4
iShares MSCI Emerging Markets Small Cap UCITS ETF,IE00B3F81G20,MSCI Emerging Markets Small Cap,Other,45.1
iShares MSCI Emerging Markets Small Cap UCITS ETF,IE00B3F81G20,MSCI Emerging Markets Small Cap,Technology,17.24
iShares MSCI Emerging Markets Small Cap UCITS ETF,IE00B3F81G20,MSCI Emerging Markets Small Cap,Industrials,15.95
iShares MSCI Emerging Markets Small Cap UCITS ETF,IE00B3F81G20,MSCI Emerging Markets Small Cap,Basic Materials,10.94
iShares MSCI Emerging Markets Small Cap UCITS ETF,IE00B3F81G20,MSCI Emerging Markets Small Cap,Consumer Discretionary,10.77
SPDR MSCI Emerging Markets Small Cap UCITS ETF,IE00B48X4842,MSCI Emerging Markets Small Cap,Other,44.58
SPDR MSCI Emerging Markets Small Cap UCITS ETF,IE00B48X4842,MSCI Emerging Markets Small Cap,Technology,17.39
SPDR MSCI Emerging Markets Small Cap UCITS ETF,IE00B48X4842,MSCI Emerging Markets Small Cap,Industrials,16.2
SPDR MSCI Emerging Markets Small Cap UCITS ETF,IE00B48X4842,MSCI Emerging Markets Small Cap,Basic Materials,11.03
SPDR MSCI Emerging Markets Small Cap UCITS ETF,IE00B48X4842,MSCI Emerging Markets Small Cap,Consumer Discretionary,10.8
iShares MSCI EM SRI UCITS ETF USD (Dist),IE00BGDQ0T50,MSCI Emerging Markets SRI Select Reduced Fossil Fuels,Other,28.35
iShares MSCI EM SRI UCITS ETF USD (Dist),IE00BGDQ0T50,MSCI Emerging Markets SRI Select Reduced Fossil Fuels,Financials,24.36
iShares MSCI EM SRI UCITS ETF USD (Dist),IE00BGDQ0T50,MSCI Emerging Markets SRI Select Reduced Fossil Fuels,Technology,24.19
iShares MSCI EM SRI UCITS ETF USD (Dist),IE00BGDQ0T50,MSCI Emerging Markets SRI Select Reduced Fossil Fuels,Consumer Discretionary,12.48
iShares MSCI EM SRI UCITS ETF USD (Dist),IE00BGDQ0T50,MSCI Emerging Markets SRI Select Reduced Fossil Fuels,Telecommunication,10.62
iShares MSCI EM SRI UCITS ETF,IE00BYVJRP78,MSCI Emerging Markets SRI Select Reduced Fossil Fuels,Other,28.35
iShares MSCI EM SRI UCITS ETF,IE00BYVJRP78,MSCI Emerging Markets SRI Select Reduced Fossil Fuels,Financials,24.36
iShares MSCI EM SRI UCITS ETF,IE00BYVJRP78,MSCI Emerging Markets SRI Select Reduced Fossil Fuels,Technology,24.19
iShares MSCI EM SRI UCITS ETF,IE00BYVJRP78,MSCI Emerging Markets SRI Select Reduced Fossil Fuels,Consumer Discretionary,12.48
iShares MSCI EM SRI UCITS ETF,IE00BYVJRP78,MSCI Emerging Markets SRI Select Reduced Fossil Fuels,Telecommunication,10.62
iShares Core MSCI EMU UCITS ETF EUR (Acc),IE00B53QG562,MSCI EMU,Other,33.73
iShares Core MSCI EMU UCITS ETF EUR (Acc),IE00B53QG562,MSCI EMU,Financials,19.07
iShares Core MSCI EMU UCITS ETF EUR (Acc),IE00B53QG562,MSCI EMU,Industrials,18.22
iShares Core MSCI EMU UCITS ETF EUR (Acc),IE00B53QG562,MSCI EMU,Technology,14.7
iShares Core MSCI EMU UCITS ETF EUR (Acc),IE00B53QG562,MSCI EMU,Consumer Discretionary,14.28
SPDR MSCI EMU UCITS ETF,IE00B910VR50,MSCI EMU,Other,33.29
SPDR MSCI EMU UCITS ETF,IE00B910VR50,MSCI EMU,Financials,19.18
SPDR MSCI EMU UCITS ETF,IE00B910VR50,MSCI EMU,Industrials,18.33
SPDR MSCI EMU UCITS ETF,IE00B910VR50,MSCI EMU,Technology,14.81
SPDR MSCI EMU UCITS ETF,IE00B910VR50,MSCI EMU,Consumer Discretionary,14.39
iShares Core MSCI EMU UCITS ETF EUR (Dist),IE00BYXZ2585,MSCI EMU,Other,33.73
iShares Core MSCI EMU UCITS ETF EUR (Dist),IE00BYXZ2585,MSCI EMU,Financials,19.07
iShares Core MSCI EMU UCITS ETF EUR (Dist),IE00BYXZ2585,MSCI EMU,Industrials,18.22
iShares Core MSCI EMU UCITS ETF EUR (Dist),IE00BYXZ2585,MSCI EMU,Technology,14.7
iShares Core MSCI EMU UCITS ETF EUR (Dist),IE00BYXZ2585,MSCI EMU,Consumer Discretionary,14.28
UBS ETF (LU) MSCI EMU UCITS ETF (EUR) A-dis,LU0147308422,MSCI EMU,Other,33.56
UBS ETF (LU) MSCI EMU UCITS ETF (EUR) A-dis,LU0147308422,MSCI EMU,Financials,19.1
UBS ETF (LU) MSCI EMU UCITS ETF (EUR) A-dis,LU0147308422,MSCI EMU,Industrials,18.24
UBS ETF (LU) MSCI EMU UCITS ETF (EUR) A-dis,LU0147308422,MSCI EMU,Technology,14.75
UBS ETF (LU) MSCI EMU UCITS ETF (EUR) A-dis,LU0147308422,MSCI EMU,Consumer Discretionary,14.35
Xtrackers MSCI EMU UCITS ETF 1D,LU0846194776,MSCI EMU,Other,33.23
Xtrackers MSCI EMU UCITS ETF 1D,LU0846194776,MSCI EMU,Financials,19.21
Xtrackers MSCI EMU UCITS ETF 1D,LU0846194776,MSCI EMU,Industrials,18.36
Xtrackers MSCI EMU UCITS ETF 1D,LU0846194776,MSCI EMU,Technology,14.79
Xtrackers MSCI EMU UCITS ETF 1D,LU0846194776,MSCI EMU,Consumer Discretionary,14.41
UBS ETF (LU) MSCI EMU UCITS ETF (EUR) A-acc,LU0950668870,MSCI EMU,Other,33.56
UBS ETF (LU) MSCI EMU UCITS ETF (EUR) A-acc,LU0950668870,MSCI EMU,Financials,19.1
UBS ETF (LU) MSCI EMU UCITS ETF (EUR) A-acc,LU0950668870,MSCI EMU,Industrials,18.24
UBS ETF (LU) MSCI EMU UCITS ETF (EUR) A-acc,LU0950668870,MSCI EMU,Technology,14.75
UBS ETF (LU) MSCI EMU UCITS ETF (EUR) A-acc,LU0950668870,MSCI EMU,Consumer Discretionary,14.35
Amundi Index MSCI EMU UCITS ETF DR EUR (C),LU1602144575,MSCI EMU,Other,40.68
Amundi Index MSCI EMU UCITS ETF DR EUR (C),LU1602144575,MSCI EMU,Financials,18.84
Amundi Index MSCI EMU UCITS ETF DR EUR (C),LU1602144575,MSCI EMU,Consumer Discretionary,16.11
Amundi Index MSCI EMU UCITS ETF DR EUR (C),LU1602144575,MSCI EMU,Industrials,12.62
Amundi Index MSCI EMU UCITS ETF DR EUR (C),LU1602144575,MSCI EMU,Technology,11.75
Amundi MSCI EMU UCITS ETF Dist,LU1646360971,MSCI EMU,Other,33.34
Amundi MSCI EMU UCITS ETF Dist,LU1646360971,MSCI EMU,Financials,19.08
Amundi MSCI EMU UCITS ETF Dist,LU1646360971,MSCI EMU,Industrials,18.36
Amundi MSCI EMU UCITS ETF Dist,LU1646360971,MSCI EMU,Technology,14.93
Amundi MSCI EMU UCITS ETF Dist,LU1646360971,MSCI EMU,Consumer Discretionary,14.29
iShares MSCI EMU Small Cap UCITS ETF (Acc),IE00B3VWMM18,MSCI EMU Small Cap,Other,46.0
iShares MSCI EMU Small Cap UCITS ETF (Acc),IE00B3VWMM18,MSCI EMU Small Cap,Industrials,21.1
iShares MSCI EMU Small Cap UCITS ETF (Acc),IE00B3VWMM18,MSCI EMU Small Cap,Financials,12.12
iShares MSCI EMU Small Cap UCITS ETF (Acc),IE00B3VWMM18,MSCI EMU Small Cap,Basic Materials,11.56
iShares MSCI EMU Small Cap UCITS ETF (Acc),IE00B3VWMM18,MSCI EMU Small Cap,Consumer Discretionary,9.22
UBS ETF (LU) MSCI EMU Small Cap UCITS ETF (EUR) A-dis,LU0671493277,MSCI EMU Small Cap,Other,45.85
UBS ETF (LU) MSCI EMU Small Cap UCITS ETF (EUR) A-dis,LU0671493277,MSCI EMU Small Cap,Industrials,21.19
UBS ETF (LU) MSCI EMU Small Cap UCITS ETF (EUR) A-dis,LU0671493277,MSCI EMU Small Cap,Financials,12.13
UBS ETF (LU) MSCI EMU Small Cap UCITS ETF (EUR) A-dis,LU0671493277,MSCI EMU Small Cap,Basic Materials,11.6
UBS ETF (LU) MSCI EMU Small Cap UCITS ETF (EUR) A-dis,LU0671493277,MSCI EMU Small Cap,Consumer Discretionary,9.23
