Fund,ISIN,Index,Country,Allocation
Amundi CAC 40 UCITS ETF DR EUR (C),LU1681046931,CAC 40,Netherlands,6.51
Amundi CAC 40 UCITS ETF DR EUR (C),LU1681046931,CAC 40,Switzerland,1.1
Amundi ETF CAC 40 UCITS ETF DR EUR (D),LU1681047079,CAC 40,France,84.68
Amundi ETF CAC 40 UCITS ETF DR EUR (D),LU1681047079,CAC 40,Other,7.71
Amundi ETF CAC 40 UCITS ETF DR EUR (D),LU1681047079,CAC 40,Netherlands,6.51
Amundi ETF CAC 40 UCITS ETF DR EUR (D),LU1681047079,CAC 40,Switzerland,1.1
SPDR Dow Jones Global Real Estate UCITS ETF,IE00B8GF1M35,Dow Jones Global Select Real Estate Securities,United States,72.9
SPDR Dow Jones Global Real Estate UCITS ETF,IE00B8GF1M35,Dow Jones Global Select Real Estate Securities,Other,13.12
SPDR Dow Jones Global Real Estate UCITS ETF,IE00B8GF1M35,Dow Jones Global Select Real Estate Securities,Japan,7.8
SPDR Dow Jones Global Real Estate UCITS ETF,IE00B8GF1M35,Dow Jones Global Select Real Estate Securities,United Kingdom,3.4
SPDR Dow Jones Global Real Estate UCITS ETF,IE00B8GF1M35,Dow Jones Global Select Real Estate Securities,Singapore,2.78
SPDR Dow Jones Global Real Estate UCITS ETF Accumulating,IE00BH4GR342,Dow Jones Global Select Real Estate Securities,United States,72.9
SPDR Dow Jones Global Real Estate UCITS ETF Accumulating,IE00BH4GR342,Dow Jones Global Select Real Estate Securities,Other,13.12
SPDR Dow Jones Global Real Estate UCITS ETF Accumulating,IE00BH4GR342,Dow Jones Global Select Real Estate Securities,Japan,7.8
SPDR Dow Jones Global Real Estate UCITS ETF Accumulating,IE00BH4GR342,Dow Jones Global Select Real Estate Securities,United Kingdom,3.4
SPDR Dow Jones Global Real Estate UCITS ETF Accumulating,IE00BH4GR342,Dow Jones Global Select Real Estate Securities,Singapore,2.78
iShares Dow Jones Global Titans 50 UCITS ETF (DE),DE0006289382,Dow Jones Global Titans 50,United States,83.3
iShares Dow Jones Global Titans 50 UCITS ETF (DE),DE0006289382,Dow Jones Global Titans 50,Other,8.5
iShares Dow Jones Global Titans 50 UCITS ETF (DE),DE0006289382,Dow Jones Global Titans 50,Taiwan,3.34
iShares Dow Jones Global Titans 50 UCITS ETF (DE),DE0006289382,Dow Jones Global Titans 50,Switzerland,2.65
iShares Dow Jones Global Titans 50 UCITS ETF (DE),DE0006289382,Dow Jones Global Titans 50,United Kingdom,2.21
iShares Dow Jones US Select Dividend UCITS ETF (DE),DE000A0D8Q49,Dow Jones US Select Dividend,United States,94.88
iShares Dow Jones US Select Dividend UCITS ETF (DE),DE000A0D8Q49,Dow Jones US Select Dividend,Other,3.54
iShares Dow Jones US Select Dividend UCITS ETF (DE),DE000A0D8Q49,Dow Jones US Select Dividend,United Kingdom,1.58
Invesco Elwood Global Blockchain UCITS ETF A,IE00BGBN6P67,Elwood Blockchain Global Equity,United States,47.37
Invesco Elwood Global Blockchain UCITS ETF A,IE00BGBN6P67,Elwood Blockchain Global Equity,Japan,25.24
Invesco Elwood Global Blockchain UCITS ETF A,IE00BGBN6P67,Elwood Blockchain Global Equity,Other,18.84
Invesco Elwood Global Blockchain UCITS ETF A,IE00BGBN6P67,Elwood Blockchain Global Equity,Taiwan,5.76
Invesco Elwood Global Blockchain UCITS ETF A,IE00BGBN6P67,Elwood Blockchain Global Equity,Uruguay,2.79
HANetf Future of Defence UCITS ETF,IE000OJ5TQP4,EQM Future of Defence,United States,59.89
HANetf Future of Defence UCITS ETF,IE000OJ5TQP4,EQM Future of Defence,Other,15.41
HANetf Future of Defence UCITS ETF,IE000OJ5TQP4,EQM Future of Defence,France,10.0
HANetf Future of Defence UCITS ETF,IE000OJ5TQP4,EQM Future of Defence,United Kingdom,8.05
HANetf Future of Defence UCITS ETF,IE000OJ5TQP4,EQM Future of Defence,Israel,6.65
iShares EURO STOXX UCITS ETF (DE),DE000A0D8Q07,EURO STOXX,France,31.1
iShares EURO STOXX UCITS ETF (DE),DE000A0D8Q07,EURO STOXX,Germany,26.42
iShares EURO STOXX UCITS ETF (DE),DE000A0D8Q07,EURO STOXX,Other,18.77
iShares EURO STOXX UCITS ETF (DE),DE000A0D8Q07,EURO STOXX,Netherlands,15.51
iShares EURO STOXX UCITS ETF (DE),DE000A0D8Q07,EURO STOXX,Italy,8.2
Amundi MSCI EMU ESG CTB Net Zero Ambition UCITS ETF Acc,LU0908501058,EURO STOXX,France,30.26
Amundi MSCI EMU ESG CTB Net Zero Ambition UCITS ETF Acc,LU0908501058,EURO STOXX,Germany,25.34
Amundi MSCI EMU ESG CTB Net Zero Ambition UCITS ETF Acc,LU0908501058,EURO STOXX,Other,22.08
Amundi MSCI EMU ESG CTB Net Zero Ambition UCITS ETF Acc,LU0908501058,EURO STOXX,Netherlands,13.59
Amundi MSCI EMU ESG CTB Net Zero Ambition UCITS ETF Acc,LU0908501058,EURO STOXX,Spain,8.73
Amundi MSCI EMU ESG CTB Net Zero Ambition UCITS ETF Dist,LU0908501132,EURO STOXX,France,30.26
Amundi MSCI EMU ESG CTB Net Zero Ambition UCITS ETF Dist,LU0908501132,EURO STOXX,Germany,25.34
Amundi MSCI EMU ESG CTB Net Zero Ambition UCITS ETF Dist,LU0908501132,EURO STOXX,Other,22.08
Amundi MSCI EMU ESG CTB Net Zero Ambition UCITS ETF Dist,LU0908501132,EURO STOXX,Netherlands,13.59
Amundi MSCI EMU ESG CTB Net Zero Ambition UCITS ETF Dist,LU0908501132,EURO STOXX,Spain,8.73
iShares EURO STOXX 50 UCITS ETF (DE),DE0005933956,EURO STOXX 50,France,36.2
iShares EURO STOXX 50 UCITS ETF (DE),DE0005933956,EURO STOXX 50,Germany,28.23
iShares EURO STOXX 50 UCITS ETF (DE),DE0005933956,EURO STOXX 50,Netherlands,17.54
iShares EURO STOXX 50 UCITS ETF (DE),DE0005933956,EURO STOXX 50,Other,10.58
iShares EURO STOXX 50 UCITS ETF (DE),DE0005933956,EURO STOXX 50,Spain,7.45
Lyxor 1 EURO STOXX 50® UCITS ETF,DE000ETF9504,EURO STOXX 50,France,38.02
Lyxor 1 EURO STOXX 50® UCITS ETF,DE000ETF9504,EURO STOXX 50,Germany,25.29
Lyxor 1 EURO STOXX 50® UCITS ETF,DE000ETF9504,EURO STOXX 50,Netherlands,17.53
Lyxor 1 EURO STOXX 50® UCITS ETF,DE000ETF9504,EURO STOXX 50,Other,13.3
Lyxor 1 EURO STOXX 50® UCITS ETF,DE000ETF9504,EURO STOXX 50,Spain,5.86
Deka EURO STOXX 50 UCITS ETF,DE000ETFL029,EURO STOXX 50,France,36.23
Deka EURO STOXX 50 UCITS ETF,DE000ETFL029,EURO STOXX 50,Germany,28.25
Deka EURO STOXX 50 UCITS ETF,DE000ETFL029,EURO STOXX 50,Netherlands,17.55
Deka EURO STOXX 50 UCITS ETF,DE000ETFL029,EURO STOXX 50,Other,10.52
Deka EURO STOXX 50 UCITS ETF,DE000ETFL029,EURO STOXX 50,Spain,7.45
Deka EURO STOXX 50 (thesaurierend) UCITS ETF,DE000ETFL466,EURO STOXX 50,France,35.35
Deka EURO STOXX 50 (thesaurierend) UCITS ETF,DE000ETFL466,EURO STOXX 50,Germany,27.43
Deka EURO STOXX 50 (thesaurierend) UCITS ETF,DE000ETFL466,EURO STOXX 50,Netherlands,18.29
Deka EURO STOXX 50 (thesaurierend) UCITS ETF,DE000ETFL466,EURO STOXX 50,Other,11.05
Deka EURO STOXX 50 (thesaurierend) UCITS ETF,DE000ETFL466,EURO STOXX 50,Spain,7.88
Amundi EURO STOXX 50 II UCITS ETF Acc,FR0007054358,EURO STOXX 50,France,34.11
Amundi EURO STOXX 50 II UCITS ETF Acc,FR0007054358,EURO STOXX 50,Germany,28.27
Amundi EURO STOXX 50 II UCITS ETF Acc,FR0007054358,EURO STOXX 50,Netherlands,17.7
Amundi EURO STOXX 50 II UCITS ETF Acc,FR0007054358,EURO STOXX 50,Other,12.51
Amundi EURO STOXX 50 II UCITS ETF Acc,FR0007054358,EURO STOXX 50,Spain,7.41
BNP Paribas Easy EURO STOXX 50 UCITS ETF,FR0012739431,EURO STOXX 50,France,36.26
BNP Paribas Easy EURO STOXX 50 UCITS ETF,FR0012739431,EURO STOXX 50,Germany,28.29
BNP Paribas Easy EURO STOXX 50 UCITS ETF,FR0012739431,EURO STOXX 50,Netherlands,17.58
BNP Paribas Easy EURO STOXX 50 UCITS ETF,FR0012739431,EURO STOXX 50,Other,10.41
BNP Paribas Easy EURO STOXX 50 UCITS ETF,FR0012739431,EURO STOXX 50,Spain,7.46
BNP Paribas Easy EURO STOXX 50 UCITS ETF,FR0012740983,EURO STOXX 50,France,36.26
BNP Paribas Easy EURO STOXX 50 UCITS ETF,FR0012740983,EURO STOXX 50,Germany,28.29
BNP Paribas Easy EURO STOXX 50 UCITS ETF,FR0012740983,EURO STOXX 50,Netherlands,17.58
BNP Paribas Easy EURO STOXX 50 UCITS ETF,FR0012740983,EURO STOXX 50,Other,10.41
BNP Paribas Easy EURO STOXX 50 UCITS ETF,FR0012740983,EURO STOXX 50,Spain,7.46
iShares Core EURO STOXX 50 UCITS ETF EUR (Dist),IE0008471009,EURO STOXX 50,France,36.15
iShares Core EURO STOXX 50 UCITS ETF EUR (Dist),IE0008471009,EURO STOXX 50,Germany,28.19
iShares Core EURO STOXX 50 UCITS ETF EUR (Dist),IE0008471009,EURO STOXX 50,Netherlands,17.51
iShares Core EURO STOXX 50 UCITS ETF EUR (Dist),IE0008471009,EURO STOXX 50,Other,10.71
iShares Core EURO STOXX 50 UCITS ETF EUR (Dist),IE0008471009,EURO STOXX 50,Spain,7.44
HSBC EURO STOXX 50 UCITS ETF EUR,IE00B4K6B022,EURO STOXX 50,France,36.42
HSBC EURO STOXX 50 UCITS ETF EUR,IE00B4K6B022,EURO STOXX 50,Germany,28.13
HSBC EURO STOXX 50 UCITS ETF EUR,IE00B4K6B022,EURO STOXX 50,Netherlands,17.61
HSBC EURO STOXX 50 UCITS ETF EUR,IE00B4K6B022,EURO STOXX 50,Other,10.36
HSBC EURO STOXX 50 UCITS ETF EUR,IE00B4K6B022,EURO STOXX 50,Spain,7.48
iShares Core EURO STOXX 50 UCITS ETF (Acc),IE00B53L3W79,EURO STOXX 50,France,36.17
iShares Core EURO STOXX 50 UCITS ETF (Acc),IE00B53L3W79,EURO STOXX 50,Germany,28.21
iShares Core EURO STOXX 50 UCITS ETF (Acc),IE00B53L3W79,EURO STOXX 50,Netherlands,17.52
iShares Core EURO STOXX 50 UCITS ETF (Acc),IE00B53L3W79,EURO STOXX 50,Other,10.66
iShares Core EURO STOXX 50 UCITS ETF (Acc),IE00B53L3W79,EURO STOXX 50,Spain,7.44
UBS ETF (LU) EURO STOXX 50 UCITS ETF (EUR) A-dis,LU0136234068,EURO STOXX 50,France,36.24
UBS ETF (LU) EURO STOXX 50 UCITS ETF (EUR) A-dis,LU0136234068,EURO STOXX 50,Germany,28.03
UBS ETF (LU) EURO STOXX 50 UCITS ETF (EUR) A-dis,LU0136234068,EURO STOXX 50,Netherlands,17.56
UBS ETF (LU) EURO STOXX 50 UCITS ETF (EUR) A-dis,LU0136234068,EURO STOXX 50,Other,10.75
UBS ETF (LU) EURO STOXX 50 UCITS ETF (EUR) A-dis,LU0136234068,EURO STOXX 50,Spain,7.42
Xtrackers EURO STOXX 50 UCITS ETF 1D,LU0274211217,EURO STOXX 50,France,36.28
Xtrackers EURO STOXX 50 UCITS ETF 1D,LU0274211217,EURO STOXX 50,Germany,28.28
Xtrackers EURO STOXX 50 UCITS ETF 1D,LU0274211217,EURO STOXX 50,Netherlands,17.56
Xtrackers EURO STOXX 50 UCITS ETF 1D,LU0274211217,EURO STOXX 50,Other,10.42
Xtrackers EURO STOXX 50 UCITS ETF 1D,LU0274211217,EURO STOXX 50,Spain,7.46
Xtrackers EURO STOXX 50 UCITS ETF 1C,LU0380865021,EURO STOXX 50,France,36.28
Xtrackers EURO STOXX 50 UCITS ETF 1C,LU0380865021,EURO STOXX 50,Germany,28.28
Xtrackers EURO STOXX 50 UCITS ETF 1C,LU0380865021,EURO STOXX 50,Netherlands,17.56
Xtrackers EURO STOXX 50 UCITS ETF 1C,LU0380865021,EURO STOXX 50,Other,10.42
Xtrackers EURO STOXX 50 UCITS ETF 1C,LU0380865021,EURO STOXX 50,Spain,7.46
Lyxor Core EURO STOXX 50 (DR) UCITS ETF Acc,LU0908501215,EURO STOXX 50,France,39.84
Lyxor Core EURO STOXX 50 (DR) UCITS ETF Acc,LU0908501215,EURO STOXX 50,Germany,25.69
Lyxor Core EURO STOXX 50 (DR) UCITS ETF Acc,LU0908501215,EURO STOXX 50,Netherlands,15.83
Lyxor Core EURO STOXX 50 (DR) UCITS ETF Acc,LU0908501215,EURO STOXX 50,Other,11.86
Lyxor Core EURO STOXX 50 (DR) UCITS ETF Acc,LU0908501215,EURO STOXX 50,Spain,6.78
Amundi EURO STOXX 50 UCITS ETF EUR (C),LU1681047236,EURO STOXX 50,France,33.99
Amundi EURO STOXX 50 UCITS ETF EUR (C),LU1681047236,EURO STOXX 50,Germany,28.27
Amundi EURO STOXX 50 UCITS ETF EUR (C),LU1681047236,EURO STOXX 50,Netherlands,17.7
Amundi EURO STOXX 50 UCITS ETF EUR (C),LU1681047236,EURO STOXX 50,Other,12.63
Amundi EURO STOXX 50 UCITS ETF EUR (C),LU1681047236,EURO STOXX 50,Spain,7.41
Amundi EURO STOXX 50 UCITS ETF EUR (D),LU1681047319,EURO STOXX 50,France,33.99
Amundi EURO STOXX 50 UCITS ETF EUR (D),LU1681047319,EURO STOXX 50,Germany,28.27
Amundi EURO STOXX 50 UCITS ETF EUR (D),LU1681047319,EURO STOXX 50,Netherlands,17.7
Amundi EURO STOXX 50 UCITS ETF EUR (D),LU1681047319,EURO STOXX 50,Other,12.63
Amundi EURO STOXX 50 UCITS ETF EUR (D),LU1681047319,EURO STOXX 50,Spain,7.41
Xtrackers EURO STOXX Quality Dividend UCITS ETF 1D,LU0292095535,EURO STOXX Quality Dividend 50,France,33.44
Xtrackers EURO STOXX Quality Dividend UCITS ETF 1D,LU0292095535,EURO STOXX Quality Dividend 50,Italy,29.92
Xtrackers EURO STOXX Quality Dividend UCITS ETF 1D,LU0292095535,EURO STOXX Quality Dividend 50,Germany,13.77
Xtrackers EURO STOXX Quality Dividend UCITS ETF 1D,LU0292095535,EURO STOXX Quality Dividend 50,Other,13.11
Xtrackers EURO STOXX Quality Dividend UCITS ETF 1D,LU0292095535,EURO STOXX Quality Dividend 50,Netherlands,9.76
iShares EURO STOXX Select Dividend 30 UCITS ETF (DE),DE0002635281,EURO STOXX Select Dividend 30,Other,28.31
iShares EURO STOXX Select Dividend 30 UCITS ETF (DE),DE0002635281,EURO STOXX Select Dividend 30,Netherlands,24.59
iShares EURO STOXX Select Dividend 30 UCITS ETF (DE),DE0002635281,EURO STOXX Select Dividend 30,France,18.38
iShares EURO STOXX Select Dividend 30 UCITS ETF (DE),DE0002635281,EURO STOXX Select Dividend 30,Germany,18.01
iShares EURO STOXX Select Dividend 30 UCITS ETF (DE),DE0002635281,EURO STOXX Select Dividend 30,Italy,10.71
Deka EURO STOXX Select Dividend 30 UCITS ETF,DE000ETFL078,EURO STOXX Select Dividend 30,Other,28.4
Deka EURO STOXX Select Dividend 30 UCITS ETF,DE000ETFL078,EURO STOXX Select Dividend 30,Netherlands,24.56
Deka EURO STOXX Select Dividend 30 UCITS ETF,DE000ETFL078,EURO STOXX Select Dividend 30,France,18.36
Deka EURO STOXX Select Dividend 30 UCITS ETF,DE000ETFL078,EURO STOXX Select Dividend 30,Germany,17.99
Deka EURO STOXX Select Dividend 30 UCITS ETF,DE000ETFL078,EURO STOXX Select Dividend 30,Italy,10.69
iShares Euro Dividend UCITS ETF,IE00B0M62S72,EURO STOXX Select Dividend 30,Other,28.31
iShares Euro Dividend UCITS ETF,IE00B0M62S72,EURO STOXX Select Dividend 30,Netherlands,24.59
iShares Euro Dividend UCITS ETF,IE00B0M62S72,EURO STOXX Select Dividend 30,France,18.38
iShares Euro Dividend UCITS ETF,IE00B0M62S72,EURO STOXX Select Dividend 30,Germany,18.01
iShares Euro Dividend UCITS ETF,IE00B0M62S72,EURO STOXX Select Dividend 30,Italy,10.71
ComStage EURO STOXX Select Dividend 30 UCITS ETF,LU0378434236,EURO STOXX Select Dividend 30,France,26.9
ComStage EURO STOXX Select Dividend 30 UCITS ETF,LU0378434236,EURO STOXX Select Dividend 30,Germany,25.62
ComStage EURO STOXX Select Dividend 30 UCITS ETF,LU0378434236,EURO STOXX Select Dividend 30,Other,21.42
ComStage EURO STOXX Select Dividend 30 UCITS ETF,LU0378434236,EURO STOXX Select Dividend 30,Netherlands,14.77
ComStage EURO STOXX Select Dividend 30 UCITS ETF,LU0378434236,EURO STOXX Select Dividend 30,Italy,11.29
iShares EURO STOXX Small UCITS ETF,IE00B02KXM00,EURO STOXX Small,Other,32.4
iShares EURO STOXX Small UCITS ETF,IE00B02KXM00,EURO STOXX Small,France,22.83
iShares EURO STOXX Small UCITS ETF,IE00B02KXM00,EURO STOXX Small,Italy,21.6
iShares EURO STOXX Small UCITS ETF,IE00B02KXM00,EURO STOXX Small,Germany,11.69
iShares EURO STOXX Small UCITS ETF,IE00B02KXM00,EURO STOXX Small,Belgium,11.48
Fidelity Global Quality Income UCITS ETF,IE00BYXVGZ48,Fidelity Global Quality Income,United States,70.36
Fidelity Global Quality Income UCITS ETF,IE00BYXVGZ48,Fidelity Global Quality Income,Other,17.57
Fidelity Global Quality Income UCITS ETF,IE00BYXVGZ48,Fidelity Global Quality Income,Japan,5.93
Fidelity Global Quality Income UCITS ETF,IE00BYXVGZ48,Fidelity Global Quality Income,France,3.18
Fidelity Global Quality Income UCITS ETF,IE00BYXVGZ48,Fidelity Global Quality Income,Switzerland,2.96
Fidelity US Quality Income UCITS ETF,IE00BYXVGX24,Fidelity US Quality Income,United States,94.59
Fidelity US Quality Income UCITS ETF,IE00BYXVGX24,Fidelity US Quality Income,Other,3.53
Fidelity US Quality Income UCITS ETF,IE00BYXVGX24,Fidelity US Quality Income,Switzerland,1.88
Fidelity US Quality Income UCITS ETF Acc,IE00BYXVGY31,Fidelity US Quality Income,United States,94.59
Fidelity US Quality Income UCITS ETF Acc,IE00BYXVGY31,Fidelity US Quality Income,Other,3.53
Fidelity US Quality Income UCITS ETF Acc,IE00BYXVGY31,Fidelity US Quality Income,Switzerland,1.88
iShares Core FTSE 100 UCITS ETF (Dist),IE0005042456,FTSE 100,United Kingdom,92.19
iShares Core FTSE 100 UCITS ETF (Dist),IE0005042456,FTSE 100,Other,3.6
iShares Core FTSE 100 UCITS ETF (Dist),IE0005042456,FTSE 100,Switzerland,2.4
iShares Core FTSE 100 UCITS ETF (Dist),IE0005042456,FTSE 100,Ireland,1.81
HSBC FTSE 100 UCITS ETF GBP,IE00B42TW061,FTSE 100,United Kingdom,92.73
HSBC FTSE 100 UCITS ETF GBP,IE00B42TW061,FTSE 100,Other,3.04
HSBC FTSE 100 UCITS ETF GBP,IE00B42TW061,FTSE 100,Switzerland,2.41
HSBC FTSE 100 UCITS ETF GBP,IE00B42TW061,FTSE 100,Ireland,1.82
iShares Core FTSE 100 UCITS ETF GBP (Acc),IE00B53HP851,FTSE 100,United Kingdom,92.19
iShares Core FTSE 100 UCITS ETF GBP (Acc),IE00B53HP851,FTSE 100,Other,3.6
iShares Core FTSE 100 UCITS ETF GBP (Acc),IE00B53HP851,FTSE 100,Switzerland,2.4
iShares Core FTSE 100 UCITS ETF GBP (Acc),IE00B53HP851,FTSE 100,Ireland,1.81
Vanguard FTSE 100 UCITS ETF Distributing,IE00B810Q511,FTSE 100,United Kingdom,89.38
Vanguard FTSE 100 UCITS ETF Distributing,IE00B810Q511,FTSE 100,Other,6.28
Vanguard FTSE 100 UCITS ETF Distributing,IE00B810Q511,FTSE 100,Switzerland,2.45
Vanguard FTSE 100 UCITS ETF Distributing,IE00B810Q511,FTSE 100,Ireland,1.89
Vanguard FTSE 100 UCITS ETF (GBP) Accumulating,IE00BFMXYP42,FTSE 100,United Kingdom,89.38
Vanguard FTSE 100 UCITS ETF (GBP) Accumulating,IE00BFMXYP42,FTSE 100,Other,6.28
Vanguard FTSE 100 UCITS ETF (GBP) Accumulating,IE00BFMXYP42,FTSE 100,Switzerland,2.45
Vanguard FTSE 100 UCITS ETF (GBP) Accumulating,IE00BFMXYP42,FTSE 100,Ireland,1.89
UBS ETF (LU) FTSE 100 UCITS ETF (GBP) A-dis,LU0136242590,FTSE 100,United Kingdom,92.26
UBS ETF (LU) FTSE 100 UCITS ETF (GBP) A-dis,LU0136242590,FTSE 100,Other,3.54
UBS ETF (LU) FTSE 100 UCITS ETF (GBP) A-dis,LU0136242590,FTSE 100,Switzerland,2.39
UBS ETF (LU) FTSE 100 UCITS ETF (GBP) A-dis,LU0136242590,FTSE 100,Ireland,1.81
Xtrackers FTSE 100 UCITS ETF Income 1D,LU0292097234,FTSE 100,United Kingdom,92.73
Xtrackers FTSE 100 UCITS ETF Income 1D,LU0292097234,FTSE 100,Other,3.03
Xtrackers FTSE 100 UCITS ETF Income 1D,LU0292097234,FTSE 100,Switzerland,2.42
Xtrackers FTSE 100 UCITS ETF Income 1D,LU0292097234,FTSE 100,Ireland,1.82
Xtrackers FTSE 100 UCITS ETF 1C,LU0838780707,FTSE 100,United Kingdom,92.73
Xtrackers FTSE 100 UCITS ETF 1C,LU0838780707,FTSE 100,Other,3.03
Xtrackers FTSE 100 UCITS ETF 1C,LU0838780707,FTSE 100,Switzerland,2.42
Xtrackers FTSE 100 UCITS ETF 1C,LU0838780707,FTSE 100,Ireland,1.82
Amundi ETF FTSE 100 UCITS ETF EUR,LU1437025023,FTSE 100,United Kingdom,92.21
Amundi ETF FTSE 100 UCITS ETF EUR,LU1437025023,FTSE 100,Other,5.52
Amundi ETF FTSE 100 UCITS ETF EUR,LU1437025023,FTSE 100,Ireland,1.14
Amundi ETF FTSE 100 UCITS ETF EUR,LU1437025023,FTSE 100,Switzerland,1.13
Amundi ETF FTSE 100 UCITS ETF GBP,LU1437025296,FTSE 100,United Kingdom,92.21
Amundi ETF FTSE 100 UCITS ETF GBP,LU1437025296,FTSE 100,Other,5.52
Amundi ETF FTSE 100 UCITS ETF GBP,LU1437025296,FTSE 100,Ireland,1.14
Amundi ETF FTSE 100 UCITS ETF GBP,LU1437025296,FTSE 100,Switzerland,1.13
SPDR FTSE UK All Share UCITS ETF,IE00B7452L46,FTSE All-Share,United Kingdom,90.5
SPDR FTSE UK All Share UCITS ETF,IE00B7452L46,FTSE All-Share,Other,5.66
SPDR FTSE UK All Share UCITS ETF,IE00B7452L46,FTSE All-Share,Switzerland,2.14
SPDR FTSE UK All Share UCITS ETF,IE00B7452L46,FTSE All-Share,Ireland,1.7
SPDR FTSE UK All Share UCITS ETF,IE00BD5FCF91,FTSE All-Share,United Kingdom,90.5
SPDR FTSE UK All Share UCITS ETF,IE00BD5FCF91,FTSE All-Share,Other,5.66
SPDR FTSE UK All Share UCITS ETF,IE00BD5FCF91,FTSE All-Share,Switzerland,2.14
SPDR FTSE UK All Share UCITS ETF,IE00BD5FCF91,FTSE All-Share,Ireland,1.7
Invesco FTSE All-World UCITS ETF Dist,IE0000QLH0G6,FTSE All-World,United States,62.11
Invesco FTSE All-World UCITS ETF Dist,IE0000QLH0G6,FTSE All-World,Other,26.11
Invesco FTSE All-World UCITS ETF Dist,IE0000QLH0G6,FTSE All-World,Japan,5.73
Invesco FTSE All-World UCITS ETF Dist,IE0000QLH0G6,FTSE All-World,United Kingdom,3.24
Invesco FTSE All-World UCITS ETF Dist,IE0000QLH0G6,FTSE All-World,China,2.81
Invesco FTSE All-World UCITS ETF Acc,IE000716YHJ7,FTSE All-World,United States,62.11
Invesco FTSE All-World UCITS ETF Acc,IE000716YHJ7,FTSE All-World,Other,26.11
Invesco FTSE All-World UCITS ETF Acc,IE000716YHJ7,FTSE All-World,Japan,5.73
Invesco FTSE All-World UCITS ETF Acc,IE000716YHJ7,FTSE All-World,United Kingdom,3.24
Invesco FTSE All-World UCITS ETF Acc,IE000716YHJ7,FTSE All-World,China,2.81
Vanguard FTSE All-World UCITS ETF ,IE00B3RBWM25,FTSE All-World,United States,61.06
Vanguard FTSE All-World UCITS ETF ,IE00B3RBWM25,FTSE All-World,Other,27.73
Vanguard FTSE All-World UCITS ETF ,IE00B3RBWM25,FTSE All-World,Japan,5.5
Vanguard FTSE All-World UCITS ETF ,IE00B3RBWM25,FTSE All-World,United Kingdom,3.08
Vanguard FTSE All-World UCITS ETF ,IE00B3RBWM25,FTSE All-World,China,2.63
Vanguard FTSE All-World High Dividend Yield UCITS ETF Distributing,IE00B8GKDB10,FTSE All-World High Dividend Yield,United States,42.5
Vanguard FTSE All-World High Dividend Yield UCITS ETF Distributing,IE00B8GKDB10,FTSE All-World High Dividend Yield,Other,37.72
Vanguard FTSE All-World High Dividend Yield UCITS ETF Distributing,IE00B8GKDB10,FTSE All-World High Dividend Yield,Japan,8.45
Vanguard FTSE All-World High Dividend Yield UCITS ETF Distributing,IE00B8GKDB10,FTSE All-World High Dividend Yield,United Kingdom,6.75
Vanguard FTSE All-World High Dividend Yield UCITS ETF Distributing,IE00B8GKDB10,FTSE All-World High Dividend Yield,Switzerland,4.58
Vanguard FTSE All-World High Dividend Yield UCITS ETF Acc,IE00BK5BR626,FTSE All-World High Dividend Yield,United States,42.5
Vanguard FTSE All-World High Dividend Yield UCITS ETF Acc,IE00BK5BR626,FTSE All-World High Dividend Yield,Other,37.72
